full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
North Carolina State Wolfpack,North Carolina State,Travares Copeland,WR,71,178,SO,"PORT SAINT LUCIE, FL",FL,2050
North Carolina State Wolfpack,North Carolina State,Shadrach Thornton,RB,73,203,SO,"HINESVILLE, GA",GA,2051
North Carolina State Wolfpack,North Carolina State,Juston Burris,CB,73,203,SO,"RALEIGH, NC",NC,2052
North Carolina State Wolfpack,North Carolina State,Garrett Leatham,QB,76,214,SO,"APEX, NC",NC,2053
North Carolina State Wolfpack,North Carolina State,Jacoby Brissett,QB,76,231,JR,"WEST PALM BEACH, FL",FL,2054
North Carolina State Wolfpack,North Carolina State,Bra'Lon Cherry,WR,71,180,FR,"NEW BERN, NC",NC,2055
North Carolina State Wolfpack,North Carolina State,Jarvis Byrd,S,70,183,SR,"PAHOKEE, FL",FL,2056
North Carolina State Wolfpack,North Carolina State,Bryant Shirreffs,QB,75,218,FR,"JEFFERSON, GA",GA,2057
North Carolina State Wolfpack,North Carolina State,Johnathan Alston,WR,75,200,FR,"BUNN, NC",NC,2058
North Carolina State Wolfpack,North Carolina State,Manny Stocker,QB,73,212,SO,"COATESVILLE, PA",PA,2059
North Carolina State Wolfpack,North Carolina State,Josh Jones,S,74,205,FR,"WALLED LAKE, MI",MI,2060
North Carolina State Wolfpack,North Carolina State,Maurice Morgan,WR,74,226,SO,"LA GRANGE, NC",NC,2061
North Carolina State Wolfpack,North Carolina State,Hakim Jones,S,74,198,SO,"HENDERSON, NC",NC,2062
North Carolina State Wolfpack,North Carolina State,Niles Clark,CB,71,188,FR,"MARIETTA, GA",GA,2063
North Carolina State Wolfpack,North Carolina State,Matt Dayes,RB,69,190,FR,"WESTON, FL",FL,2064
North Carolina State Wolfpack,North Carolina State,J.J. Jones,S,75,199,FR,"LITHONIA, GA",GA,2065
North Carolina State Wolfpack,North Carolina State,Nicholas Lacy,WR,69,170,FR,"PINEHURST, NC",NC,2066
North Carolina State Wolfpack,North Carolina State,Josh Stanley,S,72,197,SO,"RALEIGH, NC",NC,2067
North Carolina State Wolfpack,North Carolina State,Dontae Johnson,CB,74,195,SR,"PENNINGTON, NJ",NJ,2068
North Carolina State Wolfpack,North Carolina State,Tony Creecy,RB,71,210,JR,"DURHAM, NC",NC,2069
North Carolina State Wolfpack,North Carolina State,Dayton Campos,WR,69,211,JR,"JACKSONVILLE, NC",NC,2070
North Carolina State Wolfpack,North Carolina State,Dakwa Nichols,RB,70,182,FR,"ROCKINGHAM, NC",NC,2071
North Carolina State Wolfpack,North Carolina State,Josh Sessoms,S,74,195,FR,"KINSTON, NC",NC,2072
North Carolina State Wolfpack,North Carolina State,Jack Tocho,CB,73,190,FR,"CHARLOTTE, NC",NC,2073
North Carolina State Wolfpack,North Carolina State,Charlie Twitty,WR,69,186,FR,"RALEIGH, NC",NC,2074
North Carolina State Wolfpack,North Carolina State,Gavin Locklear,WR,70,171,SO,"APEX, NC",NC,2075
North Carolina State Wolfpack,North Carolina State,Malcom Means,S,74,190,FR,"RICHBURG, SC",SC,2076
North Carolina State Wolfpack,North Carolina State,D.J. Green,LB,76,228,SR,"MACON, GA",GA,2077
North Carolina State Wolfpack,North Carolina State,Niklas Sade,K,75,212,JR,"WAKE FOREST, NC",NC,2078
North Carolina State Wolfpack,North Carolina State,Roderick Cox,LB,69,183,SR,"NEW BERN, NC",NC,2079
North Carolina State Wolfpack,North Carolina State,Josh Mercer,RB,71,190,FR,"GUYTON, GA",GA,2080
North Carolina State Wolfpack,North Carolina State,Dominic Deshaies,CB,69,184,JR,"RALEIGH, NC",NC,2081
North Carolina State Wolfpack,North Carolina State,Ben Grazen,WR,70,175,FR,"CARY, NC",NC,2082
North Carolina State Wolfpack,North Carolina State,Ernie Robinson,LB,73,213,FR,"LAURINBURG, NC",NC,2083
North Carolina State Wolfpack,North Carolina State,Wil Baumann,P,78,190,JR,"WILMINGTON, NC",NC,2084
North Carolina State Wolfpack,North Carolina State,Quinton Patterson,FB,72,225,FR,"SHELBY, NC",NC,2085
North Carolina State Wolfpack,North Carolina State,Taylor Beamon,RB,68,188,JR,"CHARLOTTE, NC",NC,2086
North Carolina State Wolfpack,North Carolina State,Mychal Jones,WR,68,178,JR,"RALEIGH, NC",NC,2087
North Carolina State Wolfpack,North Carolina State,Brandon Pittman,LB,74,222,JR,"RALEIGH, NC",NC,2088
North Carolina State Wolfpack,North Carolina State,Cole Borroughs,CB,72,194,FR,"ASHEBORO, NC",NC,2089
North Carolina State Wolfpack,North Carolina State,Milton Hall,RB,69,193,JR,"BURLINGTON, NC",NC,2090
North Carolina State Wolfpack,North Carolina State,M.J. Salahuddin,LB,74,220,SO,"FAYETTEVILLE, NC",NC,2091
North Carolina State Wolfpack,North Carolina State,Ryan Cheek,FB,72,243,SR,"LANCASTER, OH",OH,2092
North Carolina State Wolfpack,North Carolina State,Evan Pritt,TE,76,260,FR,"WILMINGTON, NC",NC,2093
North Carolina State Wolfpack,North Carolina State,Jacob Tart,S,73,196,FR,"APEX, NC",NC,2094
North Carolina State Wolfpack,North Carolina State,Logan Winkles,FB,73,240,JR,"THOMASTON, GA",GA,2095
North Carolina State Wolfpack,North Carolina State,Artemis Robinson,LB,73,205,FR,"LAURINBURG, NC",NC,2096
North Carolina State Wolfpack,North Carolina State,Drew Davis,LB,75,232,FR,"RALEIGH, NC",NC,2097
North Carolina State Wolfpack,North Carolina State,Tyler Purvis,FB,74,229,JR,"REINHOLDS, PA",PA,2098
North Carolina State Wolfpack,North Carolina State,William Stephenson,P,75,181,FR,"RALEIGH, NC",NC,2099
North Carolina State Wolfpack,North Carolina State,Robert Caldwell,LB,75,250,SR,"TWENTYNINE PALMS, CA",CA,2100
North Carolina State Wolfpack,North Carolina State,Bryan Smith,LB,74,235,FR,"OXFORD, NC",NC,2101
North Carolina State Wolfpack,North Carolina State,Zach Gentry,LB,73,230,SR,"RALEIGH, NC",NC,2102
North Carolina State Wolfpack,North Carolina State,Devin O'Connor,FB,75,224,FR,"CARTERSVILLE, GA",GA,2103
North Carolina State Wolfpack,North Carolina State,Cameron Fordham,G,74,284,JR,"DULUTH, GA",GA,2104
North Carolina State Wolfpack,North Carolina State,Cole Blankenship,C,74,290,FR,"MOCKSVILLE, NC",NC,2105
North Carolina State Wolfpack,North Carolina State,Ben Garnett,LS,72,225,SO,"CHARLOTTE, NC",NC,2106
North Carolina State Wolfpack,North Carolina State,Taylor Griswold,C,72,345,JR,"ZEBULON, NC",NC,2107
North Carolina State Wolfpack,North Carolina State,Davion Allred,DE,72,205,FR,"RALEIGH, NC",NC,2108
North Carolina State Wolfpack,North Carolina State,Joe Thuney,C,77,276,SO,"CENTERVILLE, OH",OH,2109
North Carolina State Wolfpack,North Carolina State,Luke Collins,DE,75,225,FR,"RALEIGH, NC",NC,2110
North Carolina State Wolfpack,North Carolina State,Bryce Kennedy,G,75,302,FR,"SOUTHERN PINES, NC",NC,2111
North Carolina State Wolfpack,North Carolina State,Peter Daniel,OL,78,235,FR,"RALEIGH, NC",NC,2112
North Carolina State Wolfpack,North Carolina State,Jacob Kahut,DT,77,273,SR,"WAKE FOREST, NC",NC,2113
North Carolina State Wolfpack,North Carolina State,John Tu'uta,C,74,311,FR,"FREDERICKSBURG, VA",VA,2114
North Carolina State Wolfpack,North Carolina State,Quinton Schooley,OL,76,285,SO,"CHANUTE, KS",KS,2115
North Carolina State Wolfpack,North Carolina State,Ali Kassem,OL,79,350,JR,"CINCINNATI, OH",OH,2116
North Carolina State Wolfpack,North Carolina State,Duran Christophe,G,77,300,SR,"NEW ORLEANS, LA",LA,2117
North Carolina State Wolfpack,North Carolina State,Tylar Reagan,OL,77,290,FR,"JACKSONVILLE, FL",FL,2118
North Carolina State Wolfpack,North Carolina State,Joey Buccola,OT,73,303,JR,"RALEIGH, NC",NC,2119
North Carolina State Wolfpack,North Carolina State,Colton Stortz,OL,76,260,FR,"DENVER, NC",NC,2120
North Carolina State Wolfpack,North Carolina State,Evan Bumgarner,OT,74,329,SO,"LENOIR, NC",NC,2121
North Carolina State Wolfpack,North Carolina State,Thomas Teal,DT,73,312,JR,"BENNETTSVILLE, SC",SC,2122
North Carolina State Wolfpack,North Carolina State,Carlos Gray,DT,75,296,SO,"PINSON, AL",AL,2123
North Carolina State Wolfpack,North Carolina State,Alex Barr,OT,79,326,SO,"FAYETTEVILLE, GA",GA,2124
North Carolina State Wolfpack,North Carolina State,Patrick Roane,OL,79,310,FR,"HOPE MILLS, NC",NC,2125
North Carolina State Wolfpack,North Carolina State,Andy Jomantas,OT,79,295,JR,"DAYTON, OH",OH,2126
North Carolina State Wolfpack,North Carolina State,Tyson Chandler,OT,79,360,JR,"NORTH PLAINFIELD, NJ",NJ,2127
North Carolina State Wolfpack,North Carolina State,T.Y. McGill,DT,73,293,JR,"JESUP, GA",GA,2128
North Carolina State Wolfpack,North Carolina State,Deylan Buntyn,DT,75,323,SR,"HAVELOCK, NC",NC,2129
North Carolina State Wolfpack,North Carolina State,Rob Crisp,OT,79,298,SR,"RALEIGH, NC",NC,2130
North Carolina State Wolfpack,North Carolina State,Tyler Smith,DL,74,255,JR,"RALEIGH, NC",NC,2131
North Carolina State Wolfpack,North Carolina State,Bryan Underwood,WR,69,177,JR,"UNIVERSITY HEIGHTS, OH",OH,2132
North Carolina State Wolfpack,North Carolina State,Asa Watson,TE,75,237,SR,"ROCK HILL, SC",SC,2133
North Carolina State Wolfpack,North Carolina State,Lucas Wilson,TE,76,240,FR,"WINSTON-SALEM, NC",NC,2134
North Carolina State Wolfpack,North Carolina State,Charlie Hegedus,WR,74,200,SO,"MARIETTA, GA",GA,2135
North Carolina State Wolfpack,North Carolina State,Jumichael Ramos,WR,75,190,FR,"LOVEJOY, GA",GA,2136
North Carolina State Wolfpack,North Carolina State,David J. Grinnage,TE,77,257,FR,"NEWARK, DE",DE,2137
North Carolina State Wolfpack,North Carolina State,Marcellus Ballard,WR,71,169,SO,"WILSON, NC",NC,2138
North Carolina State Wolfpack,North Carolina State,Pharoah McKever,WR,78,215,FR,"TABOR CITY, NC",NC,2139
North Carolina State Wolfpack,North Carolina State,Quintin Payton,WR,76,211,SR,"ANDERSON, SC",SC,2140
North Carolina State Wolfpack,North Carolina State,Benson Browne,TE,77,253,SO,"CINCINNATI, OH",OH,2141
North Carolina State Wolfpack,North Carolina State,Mike Rose,DE,75,252,SO,"FOUNTAIN INN, SC",SC,2142
North Carolina State Wolfpack,North Carolina State,Darryl Cato-Bishop,DE,75,266,SR,"ROXBURY, MA",MA,2143
North Carolina State Wolfpack,North Carolina State,Rogers Clark,DT,73,255,FR,"WOODBERRY FOREST, VA",VA,2144
North Carolina State Wolfpack,North Carolina State,Monty Nelson,DT,74,310,FR,"PLANTATION, FL",FL,2145
North Carolina State Wolfpack,North Carolina State,Art Norman,DE,72,243,JR,"STONE MOUNTAIN, GA",GA,2146
North Carolina State Wolfpack,North Carolina State,Kenton Gibbs,DT,74,290,FR,"DETROIT, MI",MI,2147
North Carolina State Wolfpack,North Carolina State,Scott Thompson,LS,71,233,JR,"RANCHO SANTA MARGARITA, CA",CA,2148
North Carolina State Wolfpack,North Carolina State,Forrest West,DE,73,263,SR,"CANTON, CT",CT,2149
North Carolina State Wolfpack,North Carolina State,A.J. Ferguson,DT,74,301,SR,"SOUTHPORT, NC",NC,2150
North Carolina State Wolfpack,North Carolina State,Ryan Stevens,K,75,190,SO,"RALEIGH, NC",NC,2151
North Carolina State Wolfpack,North Carolina State,Joe Wright,DE,79,232,FR,--,--,2152
Pittsburgh Panthers,Pittsburgh,K'Waun Williams,DB,70,195,SR,"PATERSON, NJ",NJ,2153
Pittsburgh Panthers,Pittsburgh,Nicholas Grigsby,LB,73,220,SO,"TROTWOOD, OH",OH,2154
Pittsburgh Panthers,Pittsburgh,Bam Bradley,LB,74,230,FR,"DAYTON, OH",OH,2155
Pittsburgh Panthers,Pittsburgh,Ejuan Price,DL,72,230,SO,"RANKIN, PA",PA,2156
Pittsburgh Panthers,Pittsburgh,Tom Savage,QB,77,230,SR,"SPRINGFIELD, PA",PA,2157
Pittsburgh Panthers,Pittsburgh,Todd Thomas,LB,74,230,JR,"BEAVER FALLS, PA",PA,2158
Pittsburgh Panthers,Pittsburgh,Ray Vinopal,DB,70,200,JR,"YOUNGSTOWN, OH",OH,2159
Pittsburgh Panthers,Pittsburgh,Jahmahl Pardner,DB,71,175,FR,"ROCHESTER, NY",NY,2160
Pittsburgh Panthers,Pittsburgh,Trey Anderson,QB,72,185,JR,"PEARLAND, TX",TX,2161
Pittsburgh Panthers,Pittsburgh,Chris Blewitt,K,69,170,FR,"ALEXANDRIA, VA",VA,2162
Pittsburgh Panthers,Pittsburgh,Dontez Ford,WR,74,200,FR,"MCKEES ROCKS, PA",PA,2163
Pittsburgh Panthers,Pittsburgh,Ethan Brown,DB,70,195,FR,"ROYERSFORD, PA",PA,2164
Pittsburgh Panthers,Pittsburgh,Ronald Jones,WR,68,170,JR,"FORT MEADE, FL",FL,2165
Pittsburgh Panthers,Pittsburgh,Reggie Mitchell,CB,72,185,SO,"PITTSBURGH, PA",PA,2166
Pittsburgh Panthers,Pittsburgh,Devin Street,WR,76,190,SR,"BETHLEHEM, PA",PA,2167
Pittsburgh Panthers,Pittsburgh,Chad Voytik,QB,73,210,FR,"CLEVELAND, TN",TN,2168
Pittsburgh Panthers,Pittsburgh,Chris Wuestner,WR,74,205,FR,"CARLISLE, PA",PA,2169
Pittsburgh Panthers,Pittsburgh,Titus Howard,DB,73,180,FR,"CLAIRTON, PA",PA,2170
Pittsburgh Panthers,Pittsburgh,Terrish Webb,DB,71,170,FR,"CLAIRTON, PA",PA,2171
Pittsburgh Panthers,Pittsburgh,Brandon Ifill,WR,73,200,JR,"PITTSBURGH, PA",PA,2172
Pittsburgh Panthers,Pittsburgh,Brendon Felder,DB,70,190,JR,"LYNN, MA",MA,2173
Pittsburgh Panthers,Pittsburgh,Devon Porchia,LB,74,220,FR,"PARKVILLE, MD",MD,2174
Pittsburgh Panthers,Pittsburgh,Tyler Boyd,WR,74,185,FR,"CLAIRTON, PA",PA,2175
Pittsburgh Panthers,Pittsburgh,Lafayette Pitts,DB,71,195,SO,"DUQUESNE, PA",PA,2176
Pittsburgh Panthers,Pittsburgh,Cullen Christian,DB,72,195,JR,"PITTSBURGH, PA",PA,2177
Pittsburgh Panthers,Pittsburgh,Jason Hendricks,DB,72,190,SR,"BROOKLYN, NY",NY,2178
Pittsburgh Panthers,Pittsburgh,Jevonte Pitts,DB,71,205,FR,"FORESTHILL, PA",PA,2179
Pittsburgh Panthers,Pittsburgh,Trenton Coles,DB,75,175,FR,"CLAIRTON, PA",PA,2180
Pittsburgh Panthers,Pittsburgh,Anthony Gonzalez,LB,75,225,JR,"BETHLEHEM, PA",PA,2181
Pittsburgh Panthers,Pittsburgh,Rachid Ibrahim,RB,73,185,FR,"ROCKVILLE, MD",MD,2182
Pittsburgh Panthers,Pittsburgh,Mike Caprara,LB,72,215,FR,"TURTLE CREEK, PA",PA,2183
Pittsburgh Panthers,Pittsburgh,Jaymar Parrish,FB,74,230,FR,"MONROEVILLE, PA",PA,2184
Pittsburgh Panthers,Pittsburgh,Malcolm Crockett,RB,70,205,SO,"TAKOMA PARK, MD",MD,2185
Pittsburgh Panthers,Pittsburgh,Isaac Bennett,RB,71,205,JR,"TULSA, OK",OK,2186
Pittsburgh Panthers,Pittsburgh,E.J. Banks,DB,71,190,SR,"PITTSBURGH, PA",PA,2187
Pittsburgh Panthers,Pittsburgh,Trent Neavin,FB,72,228,FR,"MARTINS FERRY, OH",OH,2188
Pittsburgh Panthers,Pittsburgh,Michael Dunn,LB,75,240,FR,"PITTSBURGH, PA",PA,2189
Pittsburgh Panthers,Pittsburgh,Brett Zuck,WR,73,195,JR,"SHIPPENVILLE, PA",PA,2190
Pittsburgh Panthers,Pittsburgh,David Durham,DL,73,255,JR,"CHARLOTTE, NC",NC,2191
Pittsburgh Panthers,Pittsburgh,Ryan Lewis,DB,72,195,FR,"SEATTLE, WA",WA,2192
Pittsburgh Panthers,Pittsburgh,Pat Fisher,DB,69,185,JR,"RYDAL, PA",PA,2193
Pittsburgh Panthers,Pittsburgh,James Conner,RB,74,230,FR,"ERIE, PA",PA,2194
Pittsburgh Panthers,Pittsburgh,Anthony Rippole,FB,70,230,FR,"MCKEES ROCKS, PA",PA,2195
Pittsburgh Panthers,Pittsburgh,Mark Giubilato,FB,74,235,JR,"NEWTOWN SQUARE, PA",PA,2196
Pittsburgh Panthers,Pittsburgh,Shane Gordon,LB,73,230,SR,"FORT LAUDERDALE, FL",FL,2197
Pittsburgh Panthers,Pittsburgh,Colton Lively,FB,72,245,FR,"LAKE DALLAS, TX",TX,2198
Pittsburgh Panthers,Pittsburgh,Devon Edwards,TE,76,255,FR,"COLUMBUS, OH",OH,2199
Pittsburgh Panthers,Pittsburgh,Adam Lazenga,FB,72,245,JR,"BETHEL PARK, PA",PA,2200
Pittsburgh Panthers,Pittsburgh,Matt Galambos,LB,74,215,FR,"COLLINGDALE, PA",PA,2201
Pittsburgh Panthers,Pittsburgh,Drake Greer,K,76,205,JR,"PITTSBURGH, PA",PA,2202
Pittsburgh Panthers,Pittsburgh,Zach Poker,LB,76,220,FR,"OCONOMOWOC, WI",WI,2203
Pittsburgh Panthers,Pittsburgh,Desmond Brown,RB,69,200,SR,"MIAMI, FL",FL,2204
Pittsburgh Panthers,Pittsburgh,Nico Elms,LB,72,215,FR,"GIBSONIA, PA",PA,2205
Pittsburgh Panthers,Pittsburgh,Tyrone Ezell,DL,76,305,SR,"MUNHALL, PA",PA,2206
Pittsburgh Panthers,Pittsburgh,Jacob Craig,LB,74,230,FR,"BERLIN, PA",PA,2207
Pittsburgh Panthers,Pittsburgh,Shakir Soto,DL,75,255,FR,--,--,2208
Pittsburgh Panthers,Pittsburgh,Dorian Johnson,OL,77,290,FR,"BELLE VERNON, PA",PA,2209
Pittsburgh Panthers,Pittsburgh,Tyrique Jarrett,DL,75,340,FR,"PITTSBURGH, PA",PA,2210
Pittsburgh Panthers,Pittsburgh,Luke Maclean,DL,75,250,FR,"GRAND BLANC, MI",MI,2211
Pittsburgh Panthers,Pittsburgh,Justin Moody,DL,75,265,FR,"PHILADELPHIA, PA",PA,2212
Pittsburgh Panthers,Pittsburgh,Artie Rowell,OL,74,305,SO,"HARRISBURG, PA",PA,2213
Pittsburgh Panthers,Pittsburgh,Kevin Barthelemy,LS,75,245,SR,"MOON TOWNSHIP, PA",PA,2214
Pittsburgh Panthers,Pittsburgh,Emanuel Rackard,LB,72,235,SR,"BELLE GLADE, FL",FL,2215
Pittsburgh Panthers,Pittsburgh,Aaron Reese,OL,77,300,FR,"CHAMBERSBURG, PA",PA,2216
Pittsburgh Panthers,Pittsburgh,Pat Quirin,LS,73,220,FR,"PITTSBURGH, PA",PA,2217
Pittsburgh Panthers,Pittsburgh,John Guy,OL,79,285,FR,"SOMERVILLE, MA",MA,2218
Pittsburgh Panthers,Pittsburgh,Alex Officer,OL,76,290,FR,"ROCHESTER, NY",NY,2219
Pittsburgh Panthers,Pittsburgh,Shane Johnson,OL,77,330,JR,"FORT WASHINGTON, MD",MD,2220
Pittsburgh Panthers,Pittsburgh,David Murphy,LS,73,230,SO,"BUFFALO, NY",NY,2221
Pittsburgh Panthers,Pittsburgh,T.J. Clemmings,OL,78,305,JR,"TEANECK, NJ",NJ,2222
Pittsburgh Panthers,Pittsburgh,Adam Bisnowaty,OL,78,300,FR,"PITTSBURGH, PA",PA,2223
Pittsburgh Panthers,Pittsburgh,Juantez Hollins,OL,77,330,SR,"ALIQUIPPA, PA",PA,2224
Pittsburgh Panthers,Pittsburgh,Gabe Roberts,OL,77,305,FR,"NEW LONDON, WI",WI,2225
Pittsburgh Panthers,Pittsburgh,Carson Baker,OL,77,250,FR,"FAIRBORN, OH",OH,2226
Pittsburgh Panthers,Pittsburgh,Matt Rotheram,OL,78,340,JR,"NORTH OLMSTED, OH",OH,2227
Pittsburgh Panthers,Pittsburgh,Jaryd Jones-Smith,OL,79,295,FR,"VOORHEES, NJ",NJ,2228
Pittsburgh Panthers,Pittsburgh,Jeremy Gonzales,DL,73,225,FR,"WEXFORD, PA",PA,2229
Pittsburgh Panthers,Pittsburgh,Ryan Schlieper,OL,77,310,SR,"WEXFORD, PA",PA,2230
Pittsburgh Panthers,Pittsburgh,Brad Lukasak,K,72,175,FR,"ORWIGSBURG, PA",PA,2231
Pittsburgh Panthers,Pittsburgh,Cory King,OL,78,325,SR,"STONEBORO, PA",PA,2232
Pittsburgh Panthers,Pittsburgh,Zach Challingsworth,WR,74,185,FR,"MCDONALD, PA",PA,2233
Pittsburgh Panthers,Pittsburgh,Tony Harper,TE,76,200,FR,"TOLEDO, OH",OH,2234
Pittsburgh Panthers,Pittsburgh,Manasseh Garner,TE,74,230,JR,"PITTSBURGH, PA",PA,2235
Pittsburgh Panthers,Pittsburgh,Scott Orndoff,TE,77,255,FR,"WAYNESBURG, PA",PA,2236
Pittsburgh Panthers,Pittsburgh,Ed Tinker,WR,74,195,SR,"PITTSBURGH, PA",PA,2237
Pittsburgh Panthers,Pittsburgh,Jester Weah,WR,75,190,FR,"MADISON, WI",WI,2238
Pittsburgh Panthers,Pittsburgh,J.P. Holtz,TE,76,245,SO,"PITTSBURGH, PA",PA,2239
Pittsburgh Panthers,Pittsburgh,Reggie Green,WR,74,200,FR,"CRANFORD, NJ",NJ,2240
Pittsburgh Panthers,Pittsburgh,Kevin Weatherspoon,WR,70,175,JR,"CLAIRTON, PA",PA,2241
Pittsburgh Panthers,Pittsburgh,Jack Lippert,DL,76,260,SR,"HARRISBURG, PA",PA,2242
Pittsburgh Panthers,Pittsburgh,Ryan Winslow,P,77,205,FR,"MAPLE GLEN, PA",PA,2243
Pittsburgh Panthers,Pittsburgh,Darryl Render,DL,74,285,SO,"CLEVELAND, OH",OH,2244
Pittsburgh Panthers,Pittsburgh,Matt Yoklic,P,76,220,SR,"GIBSONIA, PA",PA,2245
Pittsburgh Panthers,Pittsburgh,Bryan Murphy,DL,75,255,JR,"WASHINGTONVILLE, NY",NY,2246
Pittsburgh Panthers,Pittsburgh,Jeremiah Taleni,DL,74,300,FR,"KANEOHE, HI",HI,2247
Pittsburgh Panthers,Pittsburgh,Khaynin Mosley-Smith,DL,72,305,JR,"PITTSBURGH, PA",PA,2248
Pittsburgh Panthers,Pittsburgh,Devin Cook,DL,76,255,SO,"BEAVER FALLS, PA",PA,2249
Pittsburgh Panthers,Pittsburgh,Aaron Donald,DL,72,285,SR,"PITTSBURGH, PA",PA,2250
Pittsburgh Panthers,Pittsburgh,LaQuentin Smith,DL,74,275,JR,"ORLANDO, FL",FL,2251
Syracuse Orange,Syracuse,Ashton Broyld,RB,76,223,SO,"ROCHESTER, NY",NY,2252
Syracuse Orange,Syracuse,Quinta Funderburk,WR,75,190,JR,"NORFOLK, VA",VA,2253
Syracuse Orange,Syracuse,Wayne Morgan,CB,70,191,SO,"BROOKLYN, NY",NY,2254
Syracuse Orange,Syracuse,Durell Eskridge,S,75,202,SO,"MIAMI, FL",FL,2255
Syracuse Orange,Syracuse,Mitch Kimble,QB,75,195,FR,"JERSEYVILLE, IL",IL,2256
Syracuse Orange,Syracuse,Brandon Reddish,CB,71,185,JR,"BROOKLYN, NY",NY,2257
Syracuse Orange,Syracuse,Luke Arciniega,LB,74,253,JR,"SPARKS, NV",NV,2258
Syracuse Orange,Syracuse,Austin Wilson,QB,75,200,FR,"CAMP HILL, PA",PA,2259
Syracuse Orange,Syracuse,Ritchy Desir,S,71,190,JR,"NORTH MIAMI BEACH, FL",FL,2260
Syracuse Orange,Syracuse,Troy Green,QB,73,200,FR,"SKANEATELES, NY",NY,2261
Syracuse Orange,Syracuse,Oliver Vigille,LB,74,224,SO,"MIAMI, FL",FL,2262
Syracuse Orange,Syracuse,Drew Allen,QB,77,235,SR,"SAN ANTONIO, TX",TX,2263
Syracuse Orange,Syracuse,Keon Lyn,CB,73,200,SR,"MIRAMAR, FL",FL,2264
Syracuse Orange,Syracuse,Ri'Shard Anderson,CB,72,189,SR,"MIRAMAR, FL",FL,2265
Syracuse Orange,Syracuse,Terrel Hunt,QB,75,215,SO,"ROSEDALE, NY",NY,2266
Syracuse Orange,Syracuse,Josh Kirkland,LB,74,202,JR,"PAXICO, KS",KS,2267
Syracuse Orange,Syracuse,Marquis Spruill,LB,73,224,SR,"HILLSIDE, NJ",NJ,2268
Syracuse Orange,Syracuse,Ryan Norton,K,71,184,SO,"GARDEN CITY, NY",NY,2269
Syracuse Orange,Syracuse,Ron Thompson,DE,76,256,FR,"SOUTHFIELD, MI",MI,2270
Syracuse Orange,Syracuse,Corey Winfield,WR,73,175,FR,"SAINT LOUIS, MO",MO,2271
Syracuse Orange,Syracuse,John Kinder,QB,74,191,JR,"INWOOD, NY",NY,2272
Syracuse Orange,Syracuse,Chauncey Scissum,DB,73,190,FR,"WEST HENRIETTA, NY",NY,2273
Syracuse Orange,Syracuse,Keenan Hale,WR,74,190,SO,"CONYERS, GA",GA,2274
Syracuse Orange,Syracuse,Charley Loeb,QB,76,220,SR,"HOLLIS, NH",NH,2275
Syracuse Orange,Syracuse,Christopher Clark,WR,71,162,SR,"LOS ANGELES, CA",CA,2276
Syracuse Orange,Syracuse,Darius Kelly,DB,71,190,JR,"SIERRA VISTA, AZ",AZ,2277
Syracuse Orange,Syracuse,Joe Nassib,CB,69,177,SR,"NEWTOWN SQUARE, PA",PA,2278
Syracuse Orange,Syracuse,Noah Douglas,DB,72,168,FR,"MONTCLAIR, NJ",NJ,2279
Syracuse Orange,Syracuse,Brisly Estime,WR,69,185,FR,"DELRAY BEACH, FL",FL,2280
Syracuse Orange,Syracuse,Julian Whigham,CB,73,182,SO,"WEST PALM BEACH, FL",FL,2281
Syracuse Orange,Syracuse,Adrian Flemming,WR,75,201,SR,"ASHBURN, VA",VA,2282
Syracuse Orange,Syracuse,Prince-Tyson Gulley,RB,70,192,SR,"AKRON, OH",OH,2283
Syracuse Orange,Syracuse,Jaston George,CB,70,164,SO,"CHESAPEAKE, VA",VA,2284
Syracuse Orange,Syracuse,Eric Jackson,DB,67,160,SO,"INGLEWOOD, CA",CA,2285
Syracuse Orange,Syracuse,Jeremiah Kobena,WR,72,179,JR,"NEW YORK, NY",NY,2286
Syracuse Orange,Syracuse,Josh Mims,DB,72,187,JR,"SYRACUSE, NY",NY,2287
Syracuse Orange,Syracuse,George Morris II,RB,72,200,FR,"LAWRENCEVILLE, GA",GA,2288
Syracuse Orange,Syracuse,Jeremi Wilkes,S,69,189,SR,"TAMPA, FL",FL,2289
Syracuse Orange,Syracuse,Devante McFarlane,RB,72,188,FR,"WHEATLEY HEIGHTS, NY",NY,2290
Syracuse Orange,Syracuse,Steve Rene,RB,67,180,SR,"BROOKLYN, NY",NY,2291
Syracuse Orange,Syracuse,Clay Cleveland,FB,73,226,SR,"BOXFORD, MA",MA,2292
Syracuse Orange,Syracuse,Travon Burke,FB,73,234,JR,"SYRACUSE, NY",NY,2293
Syracuse Orange,Syracuse,Marqez Hodge,LB,70,210,FR,"MIAMI, FL",FL,2294
Syracuse Orange,Syracuse,Adonis Ameen-Moore,FB,71,239,JR,"DENVER, CO",CO,2295
Syracuse Orange,Syracuse,Dyshawn Davis,LB,74,212,JR,"WOODBURY, NJ",NJ,2296
Syracuse Orange,Syracuse,Macauley Hill,WR,72,198,JR,"PORT HURON, MI",MI,2297
Syracuse Orange,Syracuse,Ross Krautman,K,67,157,SR,"FRANKLIN LAKES, NJ",NJ,2298
Syracuse Orange,Syracuse,Cameron Lynch,LB,71,234,JR,"LAWRENCEVILLE, GA",GA,2299
