full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
Boston College Eagles,Boston College,Win Homer,OL,77,276,FR,"CHRISTCHURCH, VA",VA,1200
Boston College Eagles,Boston College,Brian Miller,WR,75,241,SO,"ANDOVER, MA",MA,1201
Boston College Eagles,Boston College,Louie Addazio,TE,75,253,SO,"GAINESVILLE, FL",FL,1202
Boston College Eagles,Boston College,Jarrett Darmstatter,TE,74,251,JR,"BARNEGAT, NJ",NJ,1203
Boston College Eagles,Boston College,Alex Amidon,WR,72,182,SR,"GREENFIELD, MA",MA,1204
Boston College Eagles,Boston College,Joel Karim Zoungrana,WR,72,198,FR,"MONTREAL, PQ",PQ,1205
Boston College Eagles,Boston College,Nate Freese,K,71,192,SR,"STRONGSVILLE, OH",OH,1206
Boston College Eagles,Boston College,Marcus Grant,WR,74,198,SO,"CARVER, MA",MA,1207
Boston College Eagles,Boston College,Malachi Moore,DE,79,252,SO,"HACKETTSTOWN, NJ",NJ,1208
Boston College Eagles,Boston College,C.J. Parsons,TE,78,253,JR,"WEST NEWTON, MA",MA,1209
Boston College Eagles,Boston College,Michael Giacone,TE,77,260,SO,"JERSEY CITY, NJ",NJ,1210
Boston College Eagles,Boston College,Mike Naples,TE,76,237,SR,"BRANCHBURG, NJ",NJ,1211
Boston College Eagles,Boston College,Connor Wujciak,DL,75,300,SO,"WEST CALDWELL, NJ",NJ,1212
Boston College Eagles,Boston College,Kasim Edebali,DE,75,246,SR,--,--,1213
Boston College Eagles,Boston College,Kevin Kavalec,DE,75,242,FR,"MIDDLEBURG HEIGHTS, OH",OH,1214
Boston College Eagles,Boston College,Dominic Appiah,DL,77,291,JR,"SOMERSET, NJ",NJ,1215
Boston College Eagles,Boston College,Kaleb Ramsey,DL,75,285,SR,"UNIONTOWN, PA",PA,1216
Boston College Eagles,Boston College,Truman Gutapfel,DT,75,261,FR,"HARRISON, OH",OH,1217
Boston College Eagles,Boston College,Brian Mihalik,DL,81,283,JR,"AVON LAKE, OH",OH,1218
Clemson Tigers,Clemson,Martavis Bryant,WR,77,200,JR,"CALHOUN FALLS, SC",SC,1219
Clemson Tigers,Clemson,Ebenezer Ogundeko,DE,75,230,FR,"BROOKLYN, NY",NY,1220
Clemson Tigers,Clemson,Mackensie Alexander,CB,71,185,FR,"IMMOKALEE, FL",FL,1221
Clemson Tigers,Clemson,Sammy Watkins,WR,73,205,JR,"FORT MYERS, FL",FL,1222
Clemson Tigers,Clemson,Vic Beasley,DE,75,225,JR,"ADAIRSVILLE, GA",GA,1223
Clemson Tigers,Clemson,Nick Schuessler,QB,75,185,FR,"GRAYSON, GA",GA,1224
Clemson Tigers,Clemson,Germone Hopper,WR,72,175,FR,"CHARLOTTE, NC",NC,1225
Clemson Tigers,Clemson,Dorian O'Daniel,LB,73,205,FR,"OLNEY, MD",MD,1226
Clemson Tigers,Clemson,Tony Steward,LB,73,235,JR,"HASTINGS, FL",FL,1227
Clemson Tigers,Clemson,Mike Williams,WR,77,205,FR,"HOLLY HILL, SC",SC,1228
Clemson Tigers,Clemson,Darius Robinson,CB,70,175,SR,"COLLEGE PARK, GA",GA,1229
Clemson Tigers,Clemson,Tavaris Barnes,DE,76,275,JR,"JACKSONVILLE, FL",FL,1230
Clemson Tigers,Clemson,Wayne Gallman,RB,73,195,FR,"LOGANVILLE, GA",GA,1231
Clemson Tigers,Clemson,Ben Boulware,LB,73,230,FR,"ANDERSON, SC",SC,1232
Clemson Tigers,Clemson,Tajh Boyd,QB,73,225,SR,"HAMPTON, VA",VA,1233
Clemson Tigers,Clemson,Travis Blanks,S,73,190,SO,"TALLAHASSEE, FL",FL,1234
Clemson Tigers,Clemson,Chad Kelly,QB,74,210,FR,"NIAGARA FALLS, NY",NY,1235
Clemson Tigers,Clemson,Korrin Wiggins,S,73,185,FR,"DURHAM, NC",NC,1236
Clemson Tigers,Clemson,Adam Humphries,WR,71,190,JR,"SPARTANBURG, SC",SC,1237
Clemson Tigers,Clemson,Martin Jenkins,DB,70,180,JR,"ROSWELL, GA",GA,1238
Clemson Tigers,Clemson,Donny McElveen,QB,74,205,SR,"SUMMERVILLE, SC",SC,1239
Clemson Tigers,Clemson,Ronald Geohaghan,S,72,200,FR,"ALLENDALE, SC",SC,1240
Clemson Tigers,Clemson,Jordan Leggett,TE,78,235,FR,"NAVARRE, FL",FL,1241
Clemson Tigers,Clemson,Bashaud Breeland,DB,72,195,JR,"ALLENDALE, SC",SC,1242
Clemson Tigers,Clemson,Austin McCaskill,QB,73,190,SO,"EASLEY, SC",SC,1243
Clemson Tigers,Clemson,Jadar Johnson,S,73,180,FR,"ORANGEBURG, SC",SC,1244
Clemson Tigers,Clemson,Cole Stoudt,QB,77,205,JR,"DUBLIN, OH",OH,1245
Clemson Tigers,Clemson,Charone Peake,WR,75,200,JR,"MOORE, SC",SC,1246
Clemson Tigers,Clemson,Jayron Kearse,S,76,205,FR,"FORT MYERS, FL",FL,1247
Clemson Tigers,Clemson,Adrian Baker,CB,73,170,FR,"HOLLYWOOD, FL",FL,1248
Clemson Tigers,Clemson,D.J. Howard,RB,71,195,JR,"LINCOLN, AL",AL,1249
Clemson Tigers,Clemson,Tyshon Dye,RB,73,205,FR,"ELBERTON, GA",GA,1250
Clemson Tigers,Clemson,Zac Brooks,RB,73,185,SO,"JONESBORO, AR",AR,1251
Clemson Tigers,Clemson,Roderick McDowell,RB,69,195,SR,"SUMTER, SC",SC,1252
Clemson Tigers,Clemson,Cordrea Tankersley,DB,73,190,FR,"AIKEN, SC",SC,1253
Clemson Tigers,Clemson,Garry Peters,CB,72,195,JR,"CONYERS, GA",GA,1254
Clemson Tigers,Clemson,Robert Smith,S,71,210,JR,"SAINT GEORGE, SC",SC,1255
Clemson Tigers,Clemson,Marcus Edmond,CB,73,180,FR,"HOPKINS, SC",SC,1256
Clemson Tigers,Clemson,Taylor Watson,S,71,205,JR,"SIMPSONVILLE, SC",SC,1257
Clemson Tigers,Clemson,Ryan Carter,CB,70,175,FR,"LOGANVILLE, GA",GA,1258
Clemson Tigers,Clemson,C.J. Davidson,RB,71,185,SO,"CLEMSON, SC",SC,1259
Clemson Tigers,Clemson,Corbin Jenkins,P,70,175,JR,"CONWAY, SC",SC,1260
Clemson Tigers,Clemson,Spencer Shuey,LB,75,230,SR,"CHARLOTTE, NC",NC,1261
Clemson Tigers,Clemson,Quandon Christian,LB,74,225,SR,"LAKE VIEW, SC",SC,1262
Clemson Tigers,Clemson,Adrien Dunn,WR,67,170,FR,"CLEMSON, SC",SC,1263
Clemson Tigers,Clemson,Quintin Hall,LB,72,225,FR,"PIEDMONT, SC",SC,1264
Clemson Tigers,Clemson,Ammon Lakip,K,70,175,SO,"JONESBORO, GA",GA,1265
Clemson Tigers,Clemson,Jerrodd Williams,CB,72,205,SR,"CENTRAL, SC",SC,1266
Clemson Tigers,Clemson,Ross Sparks,RB,67,155,SR,--,--,1267
Clemson Tigers,Clemson,C.J. Jones,CB,72,185,SR,"LINCOLNTON, GA",GA,1268
Clemson Tigers,Clemson,Julian Patton,WR,71,190,SR,"ROCK HILL, SC",SC,1269
Clemson Tigers,Clemson,Chandler Catanzaro,K,74,195,SR,"GREENVILLE, SC",SC,1270
Clemson Tigers,Clemson,Haamid Williams,RB,73,175,FR,"YORK, SC",SC,1271
Clemson Tigers,Clemson,Darrell Smith,FB,74,250,SR,"GADSDEN, AL",AL,1272
Clemson Tigers,Clemson,T.J. Burrell,LB,71,215,FR,"GOOSE CREEK, SC",SC,1273
Clemson Tigers,Clemson,Stephone Anthony,LB,75,235,JR,"POLKTON, NC",NC,1274
Clemson Tigers,Clemson,D.J. Greenlee,TE,74,210,FR,"CENTRAL, SC",SC,1275
Clemson Tigers,Clemson,B.J. Goodson,LB,73,240,SO,"LAMAR, SC",SC,1276
Clemson Tigers,Clemson,Alex Burdette,WR,70,180,SO,"PAWLEYS ISLAND, SC",SC,1277
Clemson Tigers,Clemson,Zach Riggs,TE,76,240,FR,"GREER, SC",SC,1278
Clemson Tigers,Clemson,Collins Mauldin,DE,74,230,SR,"ROCK HILL, SC",SC,1279
Clemson Tigers,Clemson,Chad Richardson,LB,71,225,FR,"SUMTER, SC",SC,1280
Clemson Tigers,Clemson,Marcus Bullard,LB,75,205,SO,"COLUMBIA, SC",SC,1281
Clemson Tigers,Clemson,D.J. Reader,DT,75,335,SO,"GREENSBORO, NC",NC,1282
Clemson Tigers,Clemson,Beau Brown,S,72,195,SO,"BEAUFORT, SC",SC,1283
Clemson Tigers,Clemson,Grady Jarrett,DT,73,290,JR,"CONYERS, GA",GA,1284
Clemson Tigers,Clemson,Jim Brown,LS,75,235,SO,"WALTERBORO, SC",SC,1285
Clemson Tigers,Clemson,Harrison Tucker,OL,75,290,SO,"NINETY SIX, SC",SC,1286
Clemson Tigers,Clemson,Phillip Fajgenbaum,LS,72,220,SR,"RALEIGH, NC",NC,1287
Clemson Tigers,Clemson,Kellen Jones,LB,73,215,SO,"HOUSTON, TX",TX,1288
Clemson Tigers,Clemson,Martin Aiken,DE,74,255,FR,"SMOAKS, SC",SC,1289
Clemson Tigers,Clemson,Zach Fulmer,DE,72,220,SR,"SALUDA, SC",SC,1290
Clemson Tigers,Clemson,Roderick Byers,DT,75,275,SO,"ROCK HILL, SC",SC,1291
Clemson Tigers,Clemson,Tyrone Crowder,G,74,325,FR,"ROCKINGHAM, NC",NC,1292
Clemson Tigers,Clemson,Scott Pagano,DT,76,280,FR,"HONOLULU, HI",HI,1293
Clemson Tigers,Clemson,Jay Guillermo,C,75,290,FR,"MARYVILLE, TN",TN,1294
Clemson Tigers,Clemson,Ryan Norton,C,75,270,SO,"SIMPSONVILLE, SC",SC,1295
Clemson Tigers,Clemson,Justin Miller,C,72,260,FR,"SIX MILE, SC",SC,1296
Clemson Tigers,Clemson,Cody Thurlow,C,76,260,JR,"CENTRAL, SC",SC,1297
Clemson Tigers,Clemson,Tyler Shatley,G,75,295,SR,"ICARD, NC",NC,1298
Clemson Tigers,Clemson,Brandon Thomas,OT,75,305,SR,"SPARTANBURG, SC",SC,1299
Clemson Tigers,Clemson,Darrell Brevard,G,73,275,SR,"ROCK HILL, SC",SC,1300
Clemson Tigers,Clemson,Oliver Jones,OL,77,325,FR,"NINETY SIX, SC",SC,1301
Clemson Tigers,Clemson,Kalon Davis,G,77,330,JR,"CHESTER, SC",SC,1302
Clemson Tigers,Clemson,David Beasley,G,76,315,JR,"COLUMBUS, GA",GA,1303
Clemson Tigers,Clemson,Maverick Morris,OT,76,285,FR,"DOUGLAS, GA",GA,1304
Clemson Tigers,Clemson,Gifford Timothy,OT,78,310,JR,"MIDDLETOWN, DE",DE,1305
Clemson Tigers,Clemson,Patrick DeStefano,OL,77,275,FR,"SPARTANBURG, SC",SC,1306
Clemson Tigers,Clemson,Jerome Maybank,G,76,320,SO,"PAWLEYS ISLAND, SC",SC,1307
Clemson Tigers,Clemson,Joe Gore,OT,77,275,SO,"LAKE WACCAMAW, NC",NC,1308
Clemson Tigers,Clemson,Spencer Region,G,77,350,SO,"CULLMAN, AL",AL,1309
Clemson Tigers,Clemson,Michael Sobeski,LS,74,205,JR,"ROEBUCK, SC",SC,1310
Clemson Tigers,Clemson,Daniel Stone,DE,76,235,FR,"SIMPSONVILLE, SC",SC,1311
Clemson Tigers,Clemson,Shaq Anthony,OT,76,265,SO,"WILLIAMSTON, SC",SC,1312
Clemson Tigers,Clemson,Reid Webster,OT,77,285,JR,"WOODSTOCK, GA",GA,1313
Clemson Tigers,Clemson,Eric Mac Lain,OL,76,260,SO,"HOPE MILLS, NC",NC,1314
Clemson Tigers,Clemson,Isaiah Battle,OT,78,280,SO,"BROOKLYN, NY",NY,1315
Clemson Tigers,Clemson,Stanton Seckinger,TE,76,210,SO,"ISLE OF PALMS, SC",SC,1316
Clemson Tigers,Clemson,T.J. Green,WR,74,190,FR,"SYLACAUGA, AL",AL,1317
Clemson Tigers,Clemson,Andrew Maass,WR,76,185,JR,"RIDGEWAY, SC",SC,1318
Clemson Tigers,Clemson,Daniel Rodriguez,WR,68,175,SO,"STAFFORD, VA",VA,1319
Clemson Tigers,Clemson,Wes Forbush,WR,74,185,JR,"JOHNSON CITY, TN",TN,1320
Clemson Tigers,Clemson,Dane Rogers,DE,75,245,FR,"SHELBY, NC",NC,1321
Clemson Tigers,Clemson,Seth Ryan,WR,71,160,FR,"SUMMIT, NJ",NJ,1322
Clemson Tigers,Clemson,Sam Cooper,TE,77,250,JR,"BRENTWOOD, TN",TN,1323
Clemson Tigers,Clemson,Matt Porter,WR,71,190,JR,"CHARLESTON, SC",SC,1324
Clemson Tigers,Clemson,Sean Mac Lain,TE,75,200,FR,"HOPE MILLS, NC",NC,1325
Clemson Tigers,Clemson,Jay Jay McCullough,TE,75,230,FR,"FORT MILL, SC",SC,1326
Clemson Tigers,Clemson,Shaq Lawson,DE,76,260,FR,"CENTRAL, SC",SC,1327
Clemson Tigers,Clemson,Josh Watson,DT,76,285,JR,"WILMINGTON, DE",DE,1328
Clemson Tigers,Clemson,Bradley Pinion,P,78,230,SO,"CONCORD, NC",NC,1329
Clemson Tigers,Clemson,Corey Crawford,DE,77,270,JR,"COLUMBUS, GA",GA,1330
Clemson Tigers,Clemson,Carlos Watkins,DT,75,300,SO,"MOORESBORO, NC",NC,1331
Clemson Tigers,Clemson,Andy Teasdall,P,71,180,FR,"WINSTON-SALEM, NC",NC,1332
Clemson Tigers,Clemson,Fesser Bell,DE,77,240,SO,"RADFORD, VA",VA,1333
Clemson Tigers,Clemson,William Cockerill,TE,78,245,FR,"SUMTER, SC",SC,1334
Clemson Tigers,Clemson,Kevin Dodd,DE,77,280,SO,"TAYLORS, SC",SC,1335
Clemson Tigers,Clemson,DeShawn Williams,DT,73,285,JR,"CENTRAL, SC",SC,1336
Duke Blue Devils,Duke,Thomas Sirk,QB,76,215,FR,"GLEN SAINT MARY, FL",FL,1337
Duke Blue Devils,Duke,Evrett Edwards,CB,71,175,FR,"WOODBRIDGE, VA",VA,1338
Duke Blue Devils,Duke,Jamison Crowder,WR,69,175,JR,"MONROE, NC",NC,1339
Duke Blue Devils,Duke,Johnell Barnes,WR,72,175,FR,"LEHIGH ACRES, FL",FL,1340
Duke Blue Devils,Duke,Brandon Braxton,WR,73,210,SR,"CHARLOTTE, NC",NC,1341
Duke Blue Devils,Duke,Ross Cockrell,CB,72,190,SR,"WAXHAW, NC",NC,1342
Duke Blue Devils,Duke,Anthony Boone,QB,72,230,JR,"WEDDINGTON, NC",NC,1343
Duke Blue Devils,Duke,Josh Snead,RB,69,190,JR,"SMITHFIELD, NC",NC,1344
Duke Blue Devils,Duke,Ryan Smith,WR,67,165,FR,"LAS VEGAS, NV",NV,1345
Duke Blue Devils,Duke,T.J. Douglas,WR,73,190,FR,"FORT MYERS, FL",FL,1346
Duke Blue Devils,Duke,Spencer Rogers,P,73,190,SR,"LOS ALTOS, CA",CA,1347
Duke Blue Devils,Duke,Parker Boehme,QB,74,220,FR,"JACKSONVILLE BEACH, FL",FL,1348
Duke Blue Devils,Duke,Kane Banner,QB,74,175,FR,"LUMBERTON, NC",NC,1349
Duke Blue Devils,Duke,Michael Westray,CB,73,200,FR,"WALDORF, MD",MD,1350
Duke Blue Devils,Duke,Johndre Bennett,WR,71,200,SO,"PEARCY, AR",AR,1351
Duke Blue Devils,Duke,Bryon Fields,CB,71,185,FR,"CHARLOTTE, NC",NC,1352
Duke Blue Devils,Duke,Quay Mann,S,69,195,FR,"ROCKY MOUNT, NC",NC,1353
Duke Blue Devils,Duke,Mackenzie Sovereign,QB,74,205,JR,"TRAVERSE CITY, MI",MI,1354
Duke Blue Devils,Duke,Jeremy Cash,S,74,210,SO,"PLANTATION, FL",FL,1355
Duke Blue Devils,Duke,Robert Collins,QB,73,200,JR,"SAINT DAVIDS, PA",PA,1356
Duke Blue Devils,Duke,Issac Blakeney,WR,78,235,JR,"MONROE, NC",NC,1357
Duke Blue Devils,Duke,Hud Mellencamp,CB,71,165,SO,"BLOOMINGTON, IN",IN,1358
Duke Blue Devils,Duke,Brandon Connette,QB,74,225,JR,"CORONA, CA",CA,1359
Duke Blue Devils,Duke,Quay Chambers,QB,75,215,FR,"MONROE, NC",NC,1360
Duke Blue Devils,Duke,Jake Kite,S,72,185,FR,"ROANOKE, VA",VA,1361
Duke Blue Devils,Duke,Anthony Young-Wiseman,S,72,220,SR,"BETHESDA, MD",MD,1362
Duke Blue Devils,Duke,Britton Grier,DE,73,245,JR,"CHARLOTTE, NC",NC,1363
Duke Blue Devils,Duke,Juwan Thompson,RB,71,225,SR,"FAIRBURN, GA",GA,1364
Duke Blue Devils,Duke,Garett Patterson,CB,73,190,SR,"RICHMOND, VA",VA,1365
Duke Blue Devils,Duke,Jela Duncan,RB,70,210,SO,"CHARLOTTE, NC",NC,1366
Duke Blue Devils,Duke,Corbin McCarthy,S,70,200,FR,"NORCO, CA",CA,1367
Duke Blue Devils,Duke,DeVon Edwards,CB,69,185,FR,"COVINGTON, GA",GA,1368
Duke Blue Devils,Duke,Shaquille Powell,RB,70,205,SO,"LAS VEGAS, NV",NV,1369
Duke Blue Devils,Duke,Joseph Ajeigbe,RB,69,215,FR,"RIVERSIDE, CA",CA,1370
Duke Blue Devils,Duke,Garrett Rider,S,73,210,SR,"RALEIGH, NC",NC,1371
Duke Blue Devils,Duke,Jared Boyd,CB,69,170,SO,"STONE MOUNTAIN, GA",GA,1372
Duke Blue Devils,Duke,Brandon Watkins,WR,72,200,SR,"DURHAM, NC",NC,1373
Duke Blue Devils,Duke,Breon Borders,CB,72,175,FR,"STATESVILLE, NC",NC,1374
Duke Blue Devils,Duke,Jamie Cockey,CB,68,175,SR,"MONTCLAIR, NJ",NJ,1375
Duke Blue Devils,Duke,Chris Holmes,S,74,200,FR,"FREDERICKSBURG, VA",VA,1376
Duke Blue Devils,Duke,Deondre Singleton,CB,71,175,FR,"DACULA, GA",GA,1377
Duke Blue Devils,Duke,Eric Adams,RB,68,175,JR,"GULF BREEZE, FL",FL,1378
Duke Blue Devils,Duke,Jonathan Woodruff,DE,75,225,JR,"WALDORF, MD",MD,1379
Duke Blue Devils,Duke,Ross Martin,K,69,185,SO,"SOLON, OH",OH,1380
Duke Blue Devils,Duke,Christian Conway,S,70,200,SO,"BRONXVILLE, NY",NY,1381
Duke Blue Devils,Duke,Phillip Carter,S,73,200,FR,"EL DORADO HILLS, CA",CA,1382
Duke Blue Devils,Duke,Grant Hall,DB,70,180,FR,"SUWANEE, GA",GA,1383
Duke Blue Devils,Duke,Jacques Bristow,S,76,205,SR,"CHERRY HILLS VILLAGE, CO",CO,1384
Duke Blue Devils,Duke,Dwayne Norman,S,73,200,SO,"JACKSONVILLE, FL",FL,1385
Duke Blue Devils,Duke,Will Monday,P,76,210,SO,"FLOWERY BRANCH, GA",GA,1386
Duke Blue Devils,Duke,Dezmond Johnson,DE,76,260,JR,"NASHVILLE, TN",TN,1387
Duke Blue Devils,Duke,Danny Stirt,K,70,165,FR,"GAINESVILLE, FL",FL,1388
Duke Blue Devils,Duke,Nick Hill,S,74,220,SO,"NASHVILLE, TN",TN,1389
Duke Blue Devils,Duke,Eamonn Vain-Callahan,RB,69,195,SO,"SEVERNA PARK, MD",MD,1390
Duke Blue Devils,Duke,Jackson Conway,FB,70,215,SO,"BRONXVILLE, NY",NY,1391
Duke Blue Devils,Duke,Keilin Rayner,NT,75,270,FR,"LELAND, NC",NC,1392
Duke Blue Devils,Duke,David Helton,LB,76,235,JR,"CHATTANOOGA, TN",TN,1393
Duke Blue Devils,Duke,Deion Williams,LB,72,230,SO,"LONG BEACH, CA",CA,1394
Duke Blue Devils,Duke,Austin Sanders,RB,73,205,FR,"BRENTWOOD, TN",TN,1395
Duke Blue Devils,Duke,Austin Davis,C,76,290,FR,"MANSFIELD, TX",TX,1396
Duke Blue Devils,Duke,Wyatt Smith,LB,71,195,FR,"FORT MYERS, FL",FL,1397
Duke Blue Devils,Duke,Dominic McDonald,LB,74,240,FR,"LONGWOOD, FL",FL,1398
Duke Blue Devils,Duke,William Perrott,G,74,265,JR,"PHOENIX, AZ",AZ,1399
Duke Blue Devils,Duke,Marcus Aprahamian,G,76,300,SO,"BROOKFIELD, WI",WI,1400
Duke Blue Devils,Duke,Chris Hoover,LB,73,210,JR,"MAUMEE, OH",OH,1401
Duke Blue Devils,Duke,C.J. France,LB,72,230,JR,"COLUMBUS, GA",GA,1402
Duke Blue Devils,Duke,Lucas Fisher,LB,76,230,SO,"MONROE, NC",NC,1403
Duke Blue Devils,Duke,Kyler Brown,LB,76,230,SO,"MATTHEWS, NC",NC,1404
Duke Blue Devils,Duke,Thomas Hennessy,LS,75,230,FR,"BARDONIA, NY",NY,1405
Duke Blue Devils,Duke,Michael Mann,DE,76,230,FR,"CASTLE ROCK, CO",CO,1406
Duke Blue Devils,Duke,Kelby Brown,LB,74,230,JR,"MATTHEWS, NC",NC,1407
Duke Blue Devils,Duke,Steven Ingram,NT,74,315,JR,"SOUTHAVEN, MS",MS,1408
Duke Blue Devils,Duke,Will Boeckman,DE,75,265,SR,"COLUMBUS, OH",OH,1409
Duke Blue Devils,Duke,Matt Skura,C,76,290,SO,"COLUMBUS, OH",OH,1410
Duke Blue Devils,Duke,Taylor Metelus,G,73,265,SO,"LAWRENCEVILLE, NJ",NJ,1411
Duke Blue Devils,Duke,Jake Brodner,OL,74,245,FR,"GLEN ELLYN, IL",IL,1412
Duke Blue Devils,Duke,Cody Robinson,G,75,300,SO,"MCMINNVILLE, TN",TN,1413
Duke Blue Devils,Duke,Carson Ginn,OT,78,300,SO,"BELMONT, NC",NC,1414
Duke Blue Devils,Duke,Lucas Patrick,G,76,310,SO,"BRENTWOOD, TN",TN,1415
Duke Blue Devils,Duke,Alex Skidmore,OL,76,270,FR,"VIRGINIA BEACH, VA",VA,1416
Duke Blue Devils,Duke,John Coleman,C,76,290,SR,"FLORENCE, SC",SC,1417
Duke Blue Devils,Duke,Casey Blaser,OT,77,280,FR,"CHARLOTTE, NC",NC,1418
Duke Blue Devils,Duke,Perry Simmons,OT,77,300,SR,"RALEIGH, NC",NC,1419
Duke Blue Devils,Duke,Takoby Cofield,OT,76,305,JR,"TARBORO, NC",NC,1420
Duke Blue Devils,Duke,Dave Harding,G,76,285,SR,"ORLANDO, FL",FL,1421
Duke Blue Devils,Duke,Sam Marshall,OT,79,285,SR,"FREDERICKSBURG, VA",VA,1422
Duke Blue Devils,Duke,Gabe Brandner,OL,78,255,FR,"BLYTHEWOOD, SC",SC,1423
Duke Blue Devils,Duke,Laken Tomlinson,G,75,320,JR,"CHICAGO, IL",IL,1424
Duke Blue Devils,Duke,Sterling Korona,OL,79,260,FR,"SAN ANTONIO, TX",TX,1425
Duke Blue Devils,Duke,Tanner Stone,OT,78,290,FR,"DALLAS, TX",TX,1426
Duke Blue Devils,Duke,David Reeves,TE,77,250,SO,"GREENSBORO, AL",AL,1427
Duke Blue Devils,Duke,Jack Wise,WR,76,195,JR,"RUMSON, NJ",NJ,1428
Duke Blue Devils,Duke,Sydney Sarmiento,DT,76,300,SR,"FLORENCE, SC",SC,1429
Duke Blue Devils,Duke,Anthony Nash,WR,77,200,FR,"WEST CHESTER, PA",PA,1430
Duke Blue Devils,Duke,Kenny Anunike,DE,77,260,SR,"GALENA, OH",OH,1431
Duke Blue Devils,Duke,Dan Beilinson,TE,77,250,FR,"CARY, NC",NC,1432
Duke Blue Devils,Duke,Terrence Alls,WR,73,180,FR,"MIAMI GARDENS, FL",FL,1433
Duke Blue Devils,Duke,Connor Peters,TE,76,230,SR,"HAMILTON, OH",OH,1434
Duke Blue Devils,Duke,Max McCaffrey,WR,74,190,SO,"CASTLE ROCK, CO",CO,1435
Duke Blue Devils,Duke,Erich Schneider,WR,79,225,SO,"JACKSONVILLE BEACH, FL",FL,1436
Duke Blue Devils,Duke,Braxton Deaver,TE,77,240,JR,"CHARLOTTE, NC",NC,1437
Duke Blue Devils,Duke,Mario Sanders,LB,77,240,SO,"LYMAN, SC",SC,1438
Duke Blue Devils,Duke,Jamal Bruce,NT,73,285,JR,"LAGRANGE, GA",GA,1439
Duke Blue Devils,Duke,Justin Foxx,DE,75,255,SR,"CHARLOTTE, NC",NC,1440
Duke Blue Devils,Duke,A.J. Wolf,DT,76,270,FR,"GREENWICH, CT",CT,1441
Duke Blue Devils,Duke,Jordan DeWalt-Ondijo,DE,76,240,JR,"PRAIRIE VIEW, TX",TX,1442
Duke Blue Devils,Duke,Jamal Wallace,DE,76,275,JR,"VIRGINIA BEACH, VA",VA,1443
Duke Blue Devils,Duke,Jack Willoughby,K,74,195,JR,"PRINCETON, NJ",NJ,1444
Duke Blue Devils,Duke,Allen Jackson,DE,77,240,FR,"ELLICOTT CITY, MD",MD,1445
Duke Blue Devils,Duke,Nick Sink,TE,77,285,JR,"KERNERSVILLE, NC",NC,1446
Duke Blue Devils,Duke,Carlos Wray,NT,74,290,SO,"SHELBY, NC",NC,1447
Duke Blue Devils,Duke,Mike Ramsay,DT,74,280,SR,"SMYRNA, GA",GA,1448
Florida State Seminoles,Florida State,Kelvin Benjamin,WR,77,234,SO,"BELLE GLADE, FL",FL,1449
Florida State Seminoles,Florida State,Tyler Hunter,DB,71,198,JR,"VALDOSTA, GA",GA,1450
Florida State Seminoles,Florida State,Ronald Darby,DB,71,190,SO,"OXON HILL, MD",MD,1451
Florida State Seminoles,Florida State,Jesus Wilson,WR,69,177,FR,"MIAMI, FL",FL,1452
Florida State Seminoles,Florida State,Giorgio Newberry,TE,78,280,SO,"FORT PIERCE, FL",FL,1453
Florida State Seminoles,Florida State,Reggie Northrup,LB,73,220,SO,"JACKSONVILLE, FL",FL,1454
Florida State Seminoles,Florida State,Jameis Winston,QB,76,228,FR,"BESSEMER, AL",AL,1455
Florida State Seminoles,Florida State,Dan Hicks,DE,76,260,SR,"OXFORD, MS",MS,1456
Florida State Seminoles,Florida State,Larry Lawson III,P,72,190,FR,"TAMPA, FL",FL,1457
Florida State Seminoles,Florida State,Christian Jones,LB,76,235,SR,"WINTER PARK, FL",FL,1458
Florida State Seminoles,Florida State,Mario Pender,RB,70,192,FR,"CAPE CORAL, FL",FL,1459
Florida State Seminoles,Florida State,Levonte Whitfield,WR,67,178,FR,"ORLANDO, FL",FL,1460
Florida State Seminoles,Florida State,Devonta Freeman,RB,69,203,JR,"MIAMI, FL",FL,1461
Florida State Seminoles,Florida State,Timmy Jernigan,DT,74,292,JR,"LAKE CITY, FL",FL,1462
Florida State Seminoles,Florida State,Karlos Williams,RB,73,223,JR,"DAVENPORT, FL",FL,1463
Florida State Seminoles,Florida State,E.J. Levenberry,LB,75,236,FR,"WOODBRIDGE, VA",VA,1464
Florida State Seminoles,Florida State,Sean Maguire,QB,75,215,FR,"SPARTA, NJ",NJ,1465
Florida State Seminoles,Florida State,John Franklin III,QB,72,171,FR,"PLANTATION, FL",FL,1466
Florida State Seminoles,Florida State,Derrick Mitchell,DT,76,301,SO,"JACKSONVILLE, FL",FL,1467
Florida State Seminoles,Florida State,Hunter Dewitt,QB,76,185,FR,"SARASOTA, FL",FL,1468
Florida State Seminoles,Florida State,Jarred Haggins,WR,72,193,SR,"LAKELAND, FL",FL,1469
Florida State Seminoles,Florida State,Matthew Thomas,LB,75,215,FR,"MIAMI, FL",FL,1470
Florida State Seminoles,Florida State,Rashad Gholston,WR,70,167,JR,"MIAMI GARDENS, FL",FL,1471
Florida State Seminoles,Florida State,Jalen Ramsey,DB,73,195,FR,"SMYRNA, TN",TN,1472
Florida State Seminoles,Florida State,Jacob Coker,QB,77,230,SO,"MOBILE, AL",AL,1473
Florida State Seminoles,Florida State,Nick Waisome,DB,70,176,JR,"GROVELAND, FL",FL,1474
